ano,sem_epidem,uf,sexo,casos,quantidade
2012,13,PR,Feminino,Casos sem teste laboratorial,1
2012,14,PR,Feminino,Testes positivos,6
2012,14,PR,Feminino,Testes negativos,3
2012,14,PR,Feminino,Casos aguardando resultado,0
2012,14,PR,Feminino,Casos sem informação laboratorial,0
2012,14,PR,Feminino,Casos sem teste laboratorial,0
2012,16,PR,Feminino,Testes positivos,7
2012,16,PR,Feminino,Testes negativos,7
2012,16,PR,Feminino,Casos aguardando resultado,0
2012,16,PR,Feminino,Casos sem informação laboratorial,0
2012,16,PR,Feminino,Casos sem teste laboratorial,1
2013,1,PR,Feminino,Testes positivos,1
2013,1,PR,Feminino,Testes negativos,6
2013,1,PR,Feminino,Casos aguardando resultado,0
2013,1,PR,Feminino,Casos sem informação laboratorial,1
2013,1,PR,Feminino,Casos sem teste laboratorial,0
2013,8,PR,Feminino,Testes positivos,2
2013,8,PR,Feminino,Testes negativos,6
2013,8,PR,Feminino,Casos aguardando resultado,0
2013,8,PR,Feminino,Casos sem informação laboratorial,0
2013,8,PR,Feminino,Casos sem teste laboratorial,0
2013,12,PR,Feminino,Testes positivos,5
2013,12,PR,Feminino,Testes negativos,3
2013,12,PR,Feminino,Casos aguardando resultado,0
2013,12,PR,Feminino,Casos sem informação laboratorial,1
2013,12,PR,Feminino,Casos sem teste laboratorial,0
2013,13,PR,Feminino,Testes positivos,2
2013,13,PR,Feminino,Testes negativos,2
2013,13,PR,Feminino,Casos aguardando resultado,0
2013,13,PR,Feminino,Casos sem informação laboratorial,3
2013,13,PR,Feminino,Casos sem teste laboratorial,1
2013,14,PR,Feminino,Testes positivos,10
2013,14,PR,Feminino,Testes negativos,6
2013,14,PR,Feminino,Casos aguardando resultado,0
2013,14,PR,Feminino,Casos sem informação laboratorial,2
2013,14,PR,Feminino,Casos sem teste laboratorial,0
2013,15,PR,Feminino,Testes positivos,12
2013,15,PR,Feminino,Testes negativos,8
2013,15,PR,Feminino,Casos aguardando resultado,0
2013,15,PR,Feminino,Casos sem informação laboratorial,7
2013,15,PR,Feminino,Casos sem teste laboratorial,0
2013,16,PR,Feminino,Testes positivos,16
2013,16,PR,Feminino,Testes negativos,14
2013,16,PR,Feminino,Casos aguardando resultado,0
2013,16,PR,Feminino,Casos sem informação laboratorial,3
2013,16,PR,Feminino,Casos sem teste laboratorial,0
2014,2,PR,Feminino,Testes positivos,1
2014,2,PR,Feminino,Testes negativos,6
2014,2,PR,Feminino,Casos aguardando resultado,0
2014,2,PR,Feminino,Casos sem informação laboratorial,2
2014,2,PR,Feminino,Casos sem teste laboratorial,0
2014,3,PR,Feminino,Testes positivos,4
2014,3,PR,Feminino,Testes negativos,4
2014,3,PR,Feminino,Casos aguardando resultado,0
2014,3,PR,Feminino,Casos sem informação laboratorial,0
2014,3,PR,Feminino,Casos sem teste laboratorial,0
2014,5,PR,Feminino,Testes positivos,4
2014,5,PR,Feminino,Testes negativos,4
2014,5,PR,Feminino,Casos aguardando resultado,0
2014,5,PR,Feminino,Casos sem informação laboratorial,1
2014,5,PR,Feminino,Casos sem teste laboratorial,0
2014,6,PR,Feminino,Testes positivos,2
2014,6,PR,Feminino,Testes negativos,8
2014,6,PR,Feminino,Casos aguardando resultado,0
2014,6,PR,Feminino,Casos sem informação laboratorial,0
2014,6,PR,Feminino,Casos sem teste laboratorial,0
2014,10,PR,Feminino,Testes positivos,8
2014,10,PR,Feminino,Testes negativos,4
2014,10,PR,Feminino,Casos aguardando resultado,0
2014,10,PR,Feminino,Casos sem informação laboratorial,1
2014,10,PR,Feminino,Casos sem teste laboratorial,0
2014,11,PR,Feminino,Testes positivos,5
2014,11,PR,Feminino,Testes negativos,11
2014,11,PR,Feminino,Casos aguardando resultado,0
2014,11,PR,Feminino,Casos sem informação laboratorial,0
2014,11,PR,Feminino,Casos sem teste laboratorial,0
2014,13,PR,Feminino,Testes positivos,10
2014,13,PR,Feminino,Testes negativos,8
2014,13,PR,Feminino,Casos aguardando resultado,0
2014,13,PR,Feminino,Casos sem informação laboratorial,1
2014,13,PR,Feminino,Casos sem teste laboratorial,0
2014,14,PR,Feminino,Testes positivos,8
2014,14,PR,Feminino,Testes negativos,8
2014,14,PR,Feminino,Casos aguardando resultado,0
2014,14,PR,Feminino,Casos sem informação laboratorial,1
2014,14,PR,Feminino,Casos sem teste laboratorial,0
2014,15,PR,Feminino,Testes positivos,8
2014,15,PR,Feminino,Testes negativos,4
2014,15,PR,Feminino,Casos aguardando resultado,0
2014,15,PR,Feminino,Casos sem informação laboratorial,3
2014,15,PR,Feminino,Casos sem teste laboratorial,0
2014,16,PR,Feminino,Testes positivos,9
2014,16,PR,Feminino,Testes negativos,8
2014,16,PR,Feminino,Casos aguardando resultado,0
2014,16,PR,Feminino,Casos sem informação laboratorial,1
2014,16,PR,Feminino,Casos sem teste laboratorial,0
2015,3,PR,Feminino,Testes positivos,2
2015,3,PR,Feminino,Testes negativos,4
2015,3,PR,Feminino,Casos aguardando resultado,0
2015,3,PR,Feminino,Casos sem informação laboratorial,2
2015,3,PR,Feminino,Casos sem teste laboratorial,0
2015,9,PR,Feminino,Testes positivos,4
2015,9,PR,Feminino,Testes negativos,7
2015,9,PR,Feminino,Casos aguardando resultado,0
2015,9,PR,Feminino,Casos sem informação laboratorial,3
2015,9,PR,Feminino,Casos sem teste laboratorial,0
2015,10,PR,Feminino,Testes positivos,10
2015,10,PR,Feminino,Testes negativos,6
2015,10,PR,Feminino,Casos aguardando resultado,0
2015,10,PR,Feminino,Casos sem informação laboratorial,1
2015,10,PR,Feminino,Casos sem teste laboratorial,0
2015,11,PR,Feminino,Testes positivos,18
2015,11,PR,Feminino,Testes negativos,2
2015,11,PR,Feminino,Casos aguardando resultado,0
2015,11,PR,Feminino,Casos sem informação laboratorial,0
2015,11,PR,Feminino,Casos sem teste laboratorial,0
2015,12,PR,Feminino,Testes positivos,12
2015,12,PR,Feminino,Testes negativos,5
2015,12,PR,Feminino,Casos aguardando resultado,0
2015,12,PR,Feminino,Casos sem informação laboratorial,4
2015,12,PR,Feminino,Casos sem teste laboratorial,0
2015,13,PR,Feminino,Testes positivos,8
2015,13,PR,Feminino,Testes negativos,3
2015,13,PR,Feminino,Casos aguardando resultado,0
2015,13,PR,Feminino,Casos sem informação laboratorial,2
2015,13,PR,Feminino,Casos sem teste laboratorial,0
2015,14,PR,Feminino,Testes positivos,12
2015,14,PR,Feminino,Testes negativos,11
2015,14,PR,Feminino,Casos aguardando resultado,0
2015,14,PR,Feminino,Casos sem informação laboratorial,2
2015,14,PR,Feminino,Casos sem teste laboratorial,0
2015,15,PR,Feminino,Testes positivos,7
2015,15,PR,Feminino,Testes negativos,3
2015,15,PR,Feminino,Casos aguardando resultado,0
2015,15,PR,Feminino,Casos sem informação laboratorial,4
2015,15,PR,Feminino,Casos sem teste laboratorial,0
2015,16,PR,Feminino,Testes positivos,15
2015,16,PR,Feminino,Testes negativos,4
2015,16,PR,Feminino,Casos aguardando resultado,0
2015,16,PR,Feminino,Casos sem informação laboratorial,2
2015,16,PR,Feminino,Casos sem teste laboratorial,0
2016,3,PR,Feminino,Testes positivos,3
2016,3,PR,Feminino,Testes negativos,3
2016,3,PR,Feminino,Casos aguardando resultado,0
2016,3,PR,Feminino,Casos sem informação laboratorial,3
2016,3,PR,Feminino,Casos sem teste laboratorial,0
2016,5,PR,Feminino,Testes positivos,4
2016,5,PR,Feminino,Testes negativos,2
2016,5,PR,Feminino,Casos aguardando resultado,0
2016,5,PR,Feminino,Casos sem informação laboratorial,1
2016,5,PR,Feminino,Casos sem teste laboratorial,1
2016,7,PR,Feminino,Testes positivos,6
2016,7,PR,Feminino,Testes negativos,7
2016,7,PR,Feminino,Casos aguardando resultado,0
2016,7,PR,Feminino,Casos sem informação laboratorial,1
2016,7,PR,Feminino,Casos sem teste laboratorial,0
2016,8,PR,Feminino,Testes positivos,8
2016,8,PR,Feminino,Testes negativos,11
2016,8,PR,Feminino,Casos aguardando resultado,0
2016,8,PR,Feminino,Casos sem informação laboratorial,3
2016,8,PR,Feminino,Casos sem teste laboratorial,0
2016,9,PR,Feminino,Testes positivos,6
2016,9,PR,Feminino,Testes negativos,14
2016,9,PR,Feminino,Casos aguardando resultado,0
2016,9,PR,Feminino,Casos sem informação laboratorial,1
2016,9,PR,Feminino,Casos sem teste laboratorial,1
2016,10,PR,Feminino,Testes positivos,11
2016,10,PR,Feminino,Testes negativos,15
2016,10,PR,Feminino,Casos aguardando resultado,0
2016,10,PR,Feminino,Casos sem informação laboratorial,2
2016,10,PR,Feminino,Casos sem teste laboratorial,0
2016,11,PR,Feminino,Testes positivos,17
2016,11,PR,Feminino,Testes negativos,10
2016,11,PR,Feminino,Casos aguardando resultado,0
2016,11,PR,Feminino,Casos sem informação laboratorial,4
2016,11,PR,Feminino,Casos sem teste laboratorial,0
2016,12,PR,Feminino,Testes positivos,29
2016,12,PR,Feminino,Testes negativos,25
2016,12,PR,Feminino,Casos aguardando resultado,0
2016,12,PR,Feminino,Casos sem informação laboratorial,5
2016,12,PR,Feminino,Casos sem teste laboratorial,1
2016,13,PR,Feminino,Testes positivos,46
2016,13,PR,Feminino,Testes negativos,24
2016,13,PR,Feminino,Casos aguardando resultado,0
2016,13,PR,Feminino,Casos sem informação laboratorial,1
2016,13,PR,Feminino,Casos sem teste laboratorial,0
2016,14,PR,Feminino,Testes positivos,58
2016,14,PR,Feminino,Testes negativos,46
2016,14,PR,Feminino,Casos aguardando resultado,0
2016,14,PR,Feminino,Casos sem informação laboratorial,8
2016,14,PR,Feminino,Casos sem teste laboratorial,0
2016,15,PR,Feminino,Testes positivos,66
2016,15,PR,Feminino,Testes negativos,54
2016,15,PR,Feminino,Casos aguardando resultado,0
2016,15,PR,Feminino,Casos sem informação laboratorial,5
2016,15,PR,Feminino,Casos sem teste laboratorial,2
2016,16,PR,Feminino,Testes positivos,43
2016,16,PR,Feminino,Testes negativos,51
2016,16,PR,Feminino,Casos aguardando resultado,0
2016,16,PR,Feminino,Casos sem informação laboratorial,4
2016,16,PR,Feminino,Casos sem teste laboratorial,2
2017,1,PR,Feminino,Testes positivos,4
2017,1,PR,Feminino,Testes negativos,3
2017,1,PR,Feminino,Casos aguardando resultado,0
2017,1,PR,Feminino,Casos sem informação laboratorial,1
2017,1,PR,Feminino,Casos sem teste laboratorial,0
2017,3,PR,Feminino,Testes positivos,4
2017,3,PR,Feminino,Testes negativos,4
2017,3,PR,Feminino,Casos aguardando resultado,0
2017,3,PR,Feminino,Casos sem informação laboratorial,0
2017,3,PR,Feminino,Casos sem teste laboratorial,0
2017,6,PR,Feminino,Testes positivos,2
2017,6,PR,Feminino,Testes negativos,6
2017,6,PR,Feminino,Casos aguardando resultado,0
2017,6,PR,Feminino,Casos sem informação laboratorial,0
2017,6,PR,Feminino,Casos sem teste laboratorial,0
2017,7,PR,Feminino,Testes positivos,5
2017,7,PR,Feminino,Testes negativos,7
2017,7,PR,Feminino,Casos aguardando resultado,0
2017,7,PR,Feminino,Casos sem informação laboratorial,0
2017,7,PR,Feminino,Casos sem teste laboratorial,0
2017,8,PR,Feminino,Testes positivos,8
2017,8,PR,Feminino,Testes negativos,13
2017,8,PR,Feminino,Casos aguardando resultado,0
2017,8,PR,Feminino,Casos sem informação laboratorial,5
2017,8,PR,Feminino,Casos sem teste laboratorial,0
2017,9,PR,Feminino,Testes positivos,5
2017,9,PR,Feminino,Testes negativos,3
2017,9,PR,Feminino,Casos aguardando resultado,0
2017,9,PR,Feminino,Casos sem informação laboratorial,1
2017,9,PR,Feminino,Casos sem teste laboratorial,0
2017,10,PR,Feminino,Testes positivos,10
2017,10,PR,Feminino,Testes negativos,6
2017,10,PR,Feminino,Casos aguardando resultado,0
2017,10,PR,Feminino,Casos sem informação laboratorial,5
2017,10,PR,Feminino,Casos sem teste laboratorial,1
2017,11,PR,Feminino,Testes positivos,18
2017,11,PR,Feminino,Testes negativos,7
2017,11,PR,Feminino,Casos aguardando resultado,0
2017,11,PR,Feminino,Casos sem informação laboratorial,1
2017,11,PR,Feminino,Casos sem teste laboratorial,0
2017,12,PR,Feminino,Testes positivos,14
2017,12,PR,Feminino,Testes negativos,12
2017,12,PR,Feminino,Casos aguardando resultado,0
2017,12,PR,Feminino,Casos sem informação laboratorial,3
2017,12,PR,Feminino,Casos sem teste laboratorial,0
2017,13,PR,Feminino,Testes positivos,11
2017,13,PR,Feminino,Testes negativos,11
2017,13,PR,Feminino,Casos aguardando resultado,0
2017,13,PR,Feminino,Casos sem informação laboratorial,1
2017,13,PR,Feminino,Casos sem teste laboratorial,1
2017,14,PR,Feminino,Testes positivos,20
2017,14,PR,Feminino,Testes negativos,24
2017,14,PR,Feminino,Casos aguardando resultado,0
2017,14,PR,Feminino,Casos sem informação laboratorial,5
2017,14,PR,Feminino,Casos sem teste laboratorial,0
2017,15,PR,Feminino,Testes positivos,13
2017,15,PR,Feminino,Testes negativos,15
2017,15,PR,Feminino,Casos aguardando resultado,0
2017,15,PR,Feminino,Casos sem informação laboratorial,3
2017,15,PR,Feminino,Casos sem teste laboratorial,1
2017,16,PR,Feminino,Testes positivos,20
2017,16,PR,Feminino,Testes negativos,15
2017,16,PR,Feminino,Casos aguardando resultado,0
2017,16,PR,Feminino,Casos sem informação laboratorial,2
2017,16,PR,Feminino,Casos sem teste laboratorial,1
2018,1,PR,Feminino,Testes positivos,2
2018,1,PR,Feminino,Testes negativos,4
2018,1,PR,Feminino,Casos aguardando resultado,0
2018,1,PR,Feminino,Casos sem informação laboratorial,2
2018,1,PR,Feminino,Casos sem teste laboratorial,0
2018,3,PR,Feminino,Testes positivos,4
2018,3,PR,Feminino,Testes negativos,6
2018,3,PR,Feminino,Casos aguardando resultado,0
2018,3,PR,Feminino,Casos sem informação laboratorial,1
2018,3,PR,Feminino,Casos sem teste laboratorial,0
2018,4,PR,Feminino,Testes positivos,6
2018,4,PR,Feminino,Testes negativos,5
2018,4,PR,Feminino,Casos aguardando resultado,0
2018,4,PR,Feminino,Casos sem informação laboratorial,1
2018,4,PR,Feminino,Casos sem teste laboratorial,0
2018,5,PR,Feminino,Testes positivos,3
2018,5,PR,Feminino,Testes negativos,5
2018,5,PR,Feminino,Casos aguardando resultado,0
2018,5,PR,Feminino,Casos sem informação laboratorial,3
2018,5,PR,Feminino,Casos sem teste laboratorial,0
2018,6,PR,Feminino,Testes positivos,6
2018,6,PR,Feminino,Testes negativos,11
2018,6,PR,Feminino,Casos aguardando resultado,0
2018,6,PR,Feminino,Casos sem informação laboratorial,3
2018,6,PR,Feminino,Casos sem teste laboratorial,0
2018,7,PR,Feminino,Testes positivos,2
2018,7,PR,Feminino,Testes negativos,3
2018,7,PR,Feminino,Casos aguardando resultado,0
2018,7,PR,Feminino,Casos sem informação laboratorial,2
2018,7,PR,Feminino,Casos sem teste laboratorial,1
2018,8,PR,Feminino,Testes positivos,4
2018,8,PR,Feminino,Testes negativos,12
2018,8,PR,Feminino,Casos aguardando resultado,0
2018,8,PR,Feminino,Casos sem informação laboratorial,4
2018,8,PR,Feminino,Casos sem teste laboratorial,0
2018,9,PR,Feminino,Testes positivos,12
2018,9,PR,Feminino,Testes negativos,11
2018,9,PR,Feminino,Casos aguardando resultado,0
2018,9,PR,Feminino,Casos sem informação laboratorial,0
2018,9,PR,Feminino,Casos sem teste laboratorial,0
2018,10,PR,Feminino,Testes positivos,9
2018,10,PR,Feminino,Testes negativos,9
2018,10,PR,Feminino,Casos aguardando resultado,0
2018,10,PR,Feminino,Casos sem informação laboratorial,1
2018,10,PR,Feminino,Casos sem teste laboratorial,0
2018,11,PR,Feminino,Testes positivos,10
2018,11,PR,Feminino,Testes negativos,3
2018,11,PR,Feminino,Casos aguardando resultado,0
2018,11,PR,Feminino,Casos sem informação laboratorial,4
2018,11,PR,Feminino,Casos sem teste laboratorial,0
2018,12,PR,Feminino,Testes positivos,16
2018,12,PR,Feminino,Testes negativos,6
2018,12,PR,Feminino,Casos aguardando resultado,0
2018,12,PR,Feminino,Casos sem informação laboratorial,5
2018,12,PR,Feminino,Casos sem teste laboratorial,0
2018,13,PR,Feminino,Testes positivos,13
2018,13,PR,Feminino,Testes negativos,11
2018,13,PR,Feminino,Casos aguardando resultado,0
2018,13,PR,Feminino,Casos sem informação laboratorial,5
2018,13,PR,Feminino,Casos sem teste laboratorial,0
2018,14,PR,Feminino,Testes positivos,19
2018,14,PR,Feminino,Testes negativos,9
2018,14,PR,Feminino,Casos aguardando resultado,0
2018,14,PR,Feminino,Casos sem informação laboratorial,1
2018,14,PR,Feminino,Casos sem teste laboratorial,0
2018,15,PR,Feminino,Testes positivos,39
2018,15,PR,Feminino,Testes negativos,20
2018,15,PR,Feminino,Casos aguardando resultado,0
2018,15,PR,Feminino,Casos sem informação laboratorial,1
2018,15,PR,Feminino,Casos sem teste laboratorial,1
2018,16,PR,Feminino,Testes positivos,33
2018,16,PR,Feminino,Testes negativos,23
2018,16,PR,Feminino,Casos aguardando resultado,0
2018,16,PR,Feminino,Casos sem informação laboratorial,10
2018,16,PR,Feminino,Casos sem teste laboratorial,0
2019,1,PR,Feminino,Testes positivos,2
2019,1,PR,Feminino,Testes negativos,10
2019,1,PR,Feminino,Casos aguardando resultado,0
2019,1,PR,Feminino,Casos sem informação laboratorial,0
2019,1,PR,Feminino,Casos sem teste laboratorial,0
2019,2,PR,Feminino,Testes positivos,7
2019,2,PR,Feminino,Testes negativos,12
2019,2,PR,Feminino,Casos aguardando resultado,0
2019,2,PR,Feminino,Casos sem informação laboratorial,0
2019,2,PR,Feminino,Casos sem teste laboratorial,1
2019,3,PR,Feminino,Testes positivos,2
2019,3,PR,Feminino,Testes negativos,9
2019,3,PR,Feminino,Casos aguardando resultado,0
2019,3,PR,Feminino,Casos sem informação laboratorial,0
2019,3,PR,Feminino,Casos sem teste laboratorial,0
2019,4,PR,Feminino,Testes positivos,3
2019,4,PR,Feminino,Testes negativos,9
2019,4,PR,Feminino,Casos aguardando resultado,0
2019,4,PR,Feminino,Casos sem informação laboratorial,0
2019,4,PR,Feminino,Casos sem teste laboratorial,2
2019,5,PR,Feminino,Testes positivos,3
2019,5,PR,Feminino,Testes negativos,12
2019,5,PR,Feminino,Casos aguardando resultado,0
2019,5,PR,Feminino,Casos sem informação laboratorial,0
2019,5,PR,Feminino,Casos sem teste laboratorial,1
2019,6,PR,Feminino,Testes positivos,3
2019,6,PR,Feminino,Testes negativos,8
2019,6,PR,Feminino,Casos aguardando resultado,0
2019,6,PR,Feminino,Casos sem informação laboratorial,0
2019,6,PR,Feminino,Casos sem teste laboratorial,0
2019,7,PR,Feminino,Testes positivos,4
2019,7,PR,Feminino,Testes negativos,14
2019,7,PR,Feminino,Casos aguardando resultado,0
2019,7,PR,Feminino,Casos sem informação laboratorial,0
2019,7,PR,Feminino,Casos sem teste laboratorial,0
2019,8,PR,Feminino,Testes positivos,6
2019,8,PR,Feminino,Testes negativos,14
2019,8,PR,Feminino,Casos aguardando resultado,0
2019,8,PR,Feminino,Casos sem informação laboratorial,0
2019,8,PR,Feminino,Casos sem teste laboratorial,1
2019,9,PR,Feminino,Testes positivos,8
2019,9,PR,Feminino,Testes negativos,14
2019,9,PR,Feminino,Casos aguardando resultado,0
2019,9,PR,Feminino,Casos sem informação laboratorial,0
2019,9,PR,Feminino,Casos sem teste laboratorial,3
2019,10,PR,Feminino,Testes positivos,8
2019,10,PR,Feminino,Testes negativos,12
2019,10,PR,Feminino,Casos aguardando resultado,0
2019,10,PR,Feminino,Casos sem informação laboratorial,0
2019,10,PR,Feminino,Casos sem teste laboratorial,1
2019,11,PR,Feminino,Testes positivos,7
2019,11,PR,Feminino,Testes negativos,10
2019,11,PR,Feminino,Casos aguardando resultado,0
2019,11,PR,Feminino,Casos sem informação laboratorial,0
2019,11,PR,Feminino,Casos sem teste laboratorial,5
2019,12,PR,Feminino,Testes positivos,16
2019,12,PR,Feminino,Testes negativos,15
2019,12,PR,Feminino,Casos aguardando resultado,0
2019,12,PR,Feminino,Casos sem informação laboratorial,0
2019,12,PR,Feminino,Casos sem teste laboratorial,4
2019,13,PR,Feminino,Testes positivos,16
2019,13,PR,Feminino,Testes negativos,24
2019,13,PR,Feminino,Casos aguardando resultado,0
2019,13,PR,Feminino,Casos sem informação laboratorial,0
2019,13,PR,Feminino,Casos sem teste laboratorial,1
2019,14,PR,Feminino,Testes positivos,21
2019,14,PR,Feminino,Testes negativos,22
2019,14,PR,Feminino,Casos aguardando resultado,0
2019,14,PR,Feminino,Casos sem informação laboratorial,0
2019,14,PR,Feminino,Casos sem teste laboratorial,8
2019,15,PR,Feminino,Testes positivos,40
2019,15,PR,Feminino,Testes negativos,25
2019,15,PR,Feminino,Casos aguardando resultado,1
2019,15,PR,Feminino,Casos sem informação laboratorial,0
2019,15,PR,Feminino,Casos sem teste laboratorial,9
2019,16,PR,Feminino,Testes positivos,48
2019,16,PR,Feminino,Testes negativos,21
2019,16,PR,Feminino,Casos aguardando resultado,0
2019,16,PR,Feminino,Casos sem informação laboratorial,0
2019,16,PR,Feminino,Casos sem teste laboratorial,7
2020,1,PR,Feminino,Testes positivos,8
2020,1,PR,Feminino,Testes negativos,10
2020,1,PR,Feminino,Casos aguardando resultado,0
2020,1,PR,Feminino,Casos sem informação laboratorial,0
2020,1,PR,Feminino,Casos sem teste laboratorial,1
2020,2,PR,Feminino,Testes positivos,5
2020,2,PR,Feminino,Testes negativos,10
2020,2,PR,Feminino,Casos aguardando resultado,0
2020,2,PR,Feminino,Casos sem informação laboratorial,0
2020,2,PR,Feminino,Casos sem teste laboratorial,0
2020,3,PR,Feminino,Testes positivos,9
2020,3,PR,Feminino,Testes negativos,15
2020,3,PR,Feminino,Casos aguardando resultado,1
2020,3,PR,Feminino,Casos sem informação laboratorial,0
2020,3,PR,Feminino,Casos sem teste laboratorial,2
2020,4,PR,Feminino,Testes positivos,7
2020,4,PR,Feminino,Testes negativos,15
2020,4,PR,Feminino,Casos aguardando resultado,0
2020,4,PR,Feminino,Casos sem informação laboratorial,0
2020,4,PR,Feminino,Casos sem teste laboratorial,2
2020,5,PR,Feminino,Testes positivos,8
2020,5,PR,Feminino,Testes negativos,13
2020,5,PR,Feminino,Casos aguardando resultado,0
2020,5,PR,Feminino,Casos sem informação laboratorial,0
2020,5,PR,Feminino,Casos sem teste laboratorial,0
2020,6,PR,Feminino,Testes positivos,2
2020,6,PR,Feminino,Testes negativos,13
2020,6,PR,Feminino,Casos aguardando resultado,0
2020,6,PR,Feminino,Casos sem informação laboratorial,0
2020,6,PR,Feminino,Casos sem teste laboratorial,3
2020,7,PR,Feminino,Testes positivos,9
2020,7,PR,Feminino,Testes negativos,17
2020,7,PR,Feminino,Casos aguardando resultado,0
2020,7,PR,Feminino,Casos sem informação laboratorial,0
2020,7,PR,Feminino,Casos sem teste laboratorial,0
2020,8,PR,Feminino,Testes positivos,6
2020,8,PR,Feminino,Testes negativos,12
2020,8,PR,Feminino,Casos aguardando resultado,0
2020,8,PR,Feminino,Casos sem informação laboratorial,0
2020,8,PR,Feminino,Casos sem teste laboratorial,2
2020,9,PR,Feminino,Testes positivos,8
2020,9,PR,Feminino,Testes negativos,14
2020,9,PR,Feminino,Casos aguardando resultado,0
2020,9,PR,Feminino,Casos sem informação laboratorial,0
2020,9,PR,Feminino,Casos sem teste laboratorial,0
2020,10,PR,Feminino,Testes positivos,15
2020,10,PR,Feminino,Testes negativos,20
2020,10,PR,Feminino,Casos aguardando resultado,0
2020,10,PR,Feminino,Casos sem informação laboratorial,0
2020,10,PR,Feminino,Casos sem teste laboratorial,1
2020,11,PR,Feminino,Testes positivos,23
2020,11,PR,Feminino,Testes negativos,46
2020,11,PR,Feminino,Casos aguardando resultado,0
2020,11,PR,Feminino,Casos sem informação laboratorial,0
2020,11,PR,Feminino,Casos sem teste laboratorial,5
2020,12,PR,Feminino,Testes positivos,45
2020,12,PR,Feminino,Testes negativos,104
2020,12,PR,Feminino,Casos aguardando resultado,5
2020,12,PR,Feminino,Casos sem informação laboratorial,0
2020,12,PR,Feminino,Casos sem teste laboratorial,14
2020,13,PR,Feminino,Testes positivos,48
2020,13,PR,Feminino,Testes negativos,137
2020,13,PR,Feminino,Casos aguardando resultado,4
2020,13,PR,Feminino,Casos sem informação laboratorial,2
2020,13,PR,Feminino,Casos sem teste laboratorial,5
2020,14,PR,Feminino,Testes positivos,25
2020,14,PR,Feminino,Testes negativos,108
2020,14,PR,Feminino,Casos aguardando resultado,14
2020,14,PR,Feminino,Casos sem informação laboratorial,0
2020,14,PR,Feminino,Casos sem teste laboratorial,2
2020,15,PR,Feminino,Testes positivos,12
2020,15,PR,Feminino,Testes negativos,65
2020,15,PR,Feminino,Casos aguardando resultado,34
2020,15,PR,Feminino,Casos sem informação laboratorial,3
2020,15,PR,Feminino,Casos sem teste laboratorial,0
2020,16,PR,Feminino,Testes positivos,1
2020,16,PR,Feminino,Testes negativos,11
2020,16,PR,Feminino,Casos aguardando resultado,67
2020,16,PR,Feminino,Casos sem informação laboratorial,2
2020,16,PR,Feminino,Casos sem teste laboratorial,3
2010,9,SC,Feminino,Testes positivos,0
2010,9,SC,Feminino,Testes negativos,8
2010,9,SC,Feminino,Casos aguardando resultado,0
2010,9,SC,Feminino,Casos sem informação laboratorial,0
2010,9,SC,Feminino,Casos sem teste laboratorial,0
2010,13,SC,Feminino,Testes positivos,0
2010,13,SC,Feminino,Testes negativos,14
2010,13,SC,Feminino,Casos aguardando resultado,0
2010,13,SC,Feminino,Casos sem informação laboratorial,0
2010,13,SC,Feminino,Casos sem teste laboratorial,0
2010,15,SC,Feminino,Testes positivos,0
2010,15,SC,Feminino,Testes negativos,9
2010,15,SC,Feminino,Casos aguardando resultado,0
2010,15,SC,Feminino,Casos sem informação laboratorial,0
2010,15,SC,Feminino,Casos sem teste laboratorial,0
2010,16,SC,Feminino,Testes positivos,0
2010,16,SC,Feminino,Testes negativos,9
2010,16,SC,Feminino,Casos aguardando resultado,0
2010,16,SC,Feminino,Casos sem informação laboratorial,0
2010,16,SC,Feminino,Casos sem teste laboratorial,0
2013,12,SC,Feminino,Testes positivos,0
2013,12,SC,Feminino,Testes negativos,8
2013,12,SC,Feminino,Casos aguardando resultado,0
2013,12,SC,Feminino,Casos sem informação laboratorial,0
2013,12,SC,Feminino,Casos sem teste laboratorial,0
2013,14,SC,Feminino,Testes positivos,1
2013,14,SC,Feminino,Testes negativos,7
2013,14,SC,Feminino,Casos aguardando resultado,0
2013,14,SC,Feminino,Casos sem informação laboratorial,2
2013,14,SC,Feminino,Casos sem teste laboratorial,0
2013,15,SC,Feminino,Testes positivos,1
2013,15,SC,Feminino,Testes negativos,13
2013,15,SC,Feminino,Casos aguardando resultado,0
2013,15,SC,Feminino,Casos sem informação laboratorial,0
2013,15,SC,Feminino,Casos sem teste laboratorial,0
2013,16,SC,Feminino,Testes positivos,1
2013,16,SC,Feminino,Testes negativos,12
2013,16,SC,Feminino,Casos aguardando resultado,0
2013,16,SC,Feminino,Casos sem informação laboratorial,0
2013,16,SC,Feminino,Casos sem teste laboratorial,0
2014,11,SC,Feminino,Testes positivos,1
2014,11,SC,Feminino,Testes negativos,8
2014,11,SC,Feminino,Casos aguardando resultado,0
2014,11,SC,Feminino,Casos sem informação laboratorial,0
2014,11,SC,Feminino,Casos sem teste laboratorial,0
2014,12,SC,Feminino,Testes positivos,0
2014,12,SC,Feminino,Testes negativos,8
2014,12,SC,Feminino,Casos aguardando resultado,0
2014,12,SC,Feminino,Casos sem informação laboratorial,0
2014,12,SC,Feminino,Casos sem teste laboratorial,0
2014,13,SC,Feminino,Testes positivos,0
2014,13,SC,Feminino,Testes negativos,8
2014,13,SC,Feminino,Casos aguardando resultado,0
