ano,sem_epidem,uf,sexo,virus,quantidade
2011,7,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,7,SE,Feminino,Adenovirus,0
2011,8,SE,Feminino,"Influenza A, B",0
2011,8,SE,Feminino,SARS_CoV_2,0
2011,8,SE,Feminino,VSR,0
2011,8,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,8,SE,Feminino,Adenovirus,0
2011,9,SE,Feminino,"Influenza A, B",0
2011,9,SE,Feminino,SARS_CoV_2,0
2011,9,SE,Feminino,VSR,0
2011,9,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,9,SE,Feminino,Adenovirus,0
2011,10,SE,Feminino,"Influenza A, B",0
2011,10,SE,Feminino,SARS_CoV_2,0
2011,10,SE,Feminino,VSR,0
2011,10,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,10,SE,Feminino,Adenovirus,0
2011,11,SE,Feminino,"Influenza A, B",0
2011,11,SE,Feminino,SARS_CoV_2,0
2011,11,SE,Feminino,VSR,0
2011,11,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,11,SE,Feminino,Adenovirus,0
2011,12,SE,Feminino,"Influenza A, B",0
2011,12,SE,Feminino,SARS_CoV_2,0
2011,12,SE,Feminino,VSR,0
2011,12,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,12,SE,Feminino,Adenovirus,0
2011,13,SE,Feminino,"Influenza A, B",0
2011,13,SE,Feminino,SARS_CoV_2,0
2011,13,SE,Feminino,VSR,0
2011,13,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,13,SE,Feminino,Adenovirus,0
2011,14,SE,Feminino,"Influenza A, B",0
2011,14,SE,Feminino,SARS_CoV_2,0
2011,14,SE,Feminino,VSR,0
2011,14,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,14,SE,Feminino,Adenovirus,0
2011,15,SE,Feminino,"Influenza A, B",0
2011,15,SE,Feminino,SARS_CoV_2,0
2011,15,SE,Feminino,VSR,0
2011,15,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,15,SE,Feminino,Adenovirus,0
2011,16,SE,Feminino,"Influenza A, B",0
2011,16,SE,Feminino,SARS_CoV_2,0
2011,16,SE,Feminino,VSR,0
2011,16,SE,Feminino,"Parainfluenza 1, 2, 3",0
2011,16,SE,Feminino,Adenovirus,0
2012,1,SE,Feminino,"Influenza A, B",0
2012,1,SE,Feminino,SARS_CoV_2,0
2012,1,SE,Feminino,VSR,0
2012,1,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,1,SE,Feminino,Adenovirus,0
2012,2,SE,Feminino,"Influenza A, B",0
2012,2,SE,Feminino,SARS_CoV_2,0
2012,2,SE,Feminino,VSR,0
2012,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,2,SE,Feminino,Adenovirus,0
2012,3,SE,Feminino,"Influenza A, B",0
2012,3,SE,Feminino,SARS_CoV_2,0
2012,3,SE,Feminino,VSR,0
2012,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,3,SE,Feminino,Adenovirus,0
2012,4,SE,Feminino,"Influenza A, B",0
2012,4,SE,Feminino,SARS_CoV_2,0
2012,4,SE,Feminino,VSR,0
2012,4,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,4,SE,Feminino,Adenovirus,0
2012,5,SE,Feminino,"Influenza A, B",0
2012,5,SE,Feminino,SARS_CoV_2,0
2012,5,SE,Feminino,VSR,0
2012,5,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,5,SE,Feminino,Adenovirus,0
2012,6,SE,Feminino,"Influenza A, B",0
2012,6,SE,Feminino,SARS_CoV_2,0
2012,6,SE,Feminino,VSR,0
2012,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,6,SE,Feminino,Adenovirus,0
2012,7,SE,Feminino,"Influenza A, B",0
2012,7,SE,Feminino,SARS_CoV_2,0
2012,7,SE,Feminino,VSR,0
2012,7,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,7,SE,Feminino,Adenovirus,0
2012,8,SE,Feminino,"Influenza A, B",0
2012,8,SE,Feminino,SARS_CoV_2,0
2012,8,SE,Feminino,VSR,0
2012,8,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,8,SE,Feminino,Adenovirus,0
2012,9,SE,Feminino,"Influenza A, B",0
2012,9,SE,Feminino,SARS_CoV_2,0
2012,9,SE,Feminino,VSR,0
2012,9,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,9,SE,Feminino,Adenovirus,0
2012,10,SE,Feminino,"Influenza A, B",0
2012,10,SE,Feminino,SARS_CoV_2,0
2012,10,SE,Feminino,VSR,0
2012,10,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,10,SE,Feminino,Adenovirus,0
2012,11,SE,Feminino,"Influenza A, B",0
2012,11,SE,Feminino,SARS_CoV_2,0
2012,11,SE,Feminino,VSR,0
2012,11,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,11,SE,Feminino,Adenovirus,0
2012,12,SE,Feminino,"Influenza A, B",0
2012,12,SE,Feminino,SARS_CoV_2,0
2012,12,SE,Feminino,VSR,0
2012,12,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,12,SE,Feminino,Adenovirus,0
2012,13,SE,Feminino,"Influenza A, B",0
2012,13,SE,Feminino,SARS_CoV_2,0
2012,13,SE,Feminino,VSR,0
2012,13,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,13,SE,Feminino,Adenovirus,0
2012,14,SE,Feminino,"Influenza A, B",0
2012,14,SE,Feminino,SARS_CoV_2,0
2012,14,SE,Feminino,VSR,0
2012,14,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,14,SE,Feminino,Adenovirus,0
2012,15,SE,Feminino,"Influenza A, B",0
2012,15,SE,Feminino,SARS_CoV_2,0
2012,15,SE,Feminino,VSR,0
2012,15,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,15,SE,Feminino,Adenovirus,0
2012,16,SE,Feminino,"Influenza A, B",0
2012,16,SE,Feminino,SARS_CoV_2,0
2012,16,SE,Feminino,VSR,0
2012,16,SE,Feminino,"Parainfluenza 1, 2, 3",0
2012,16,SE,Feminino,Adenovirus,0
2013,1,SE,Feminino,"Influenza A, B",0
2013,1,SE,Feminino,SARS_CoV_2,0
2013,1,SE,Feminino,VSR,0
2013,1,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,1,SE,Feminino,Adenovirus,0
2013,2,SE,Feminino,"Influenza A, B",0
2013,2,SE,Feminino,SARS_CoV_2,0
2013,2,SE,Feminino,VSR,0
2013,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,2,SE,Feminino,Adenovirus,0
2013,3,SE,Feminino,"Influenza A, B",0
2013,3,SE,Feminino,SARS_CoV_2,0
2013,3,SE,Feminino,VSR,0
2013,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,3,SE,Feminino,Adenovirus,0
2013,4,SE,Feminino,"Influenza A, B",0
2013,4,SE,Feminino,SARS_CoV_2,0
2013,4,SE,Feminino,VSR,0
2013,4,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,4,SE,Feminino,Adenovirus,0
2013,5,SE,Feminino,"Influenza A, B",0
2013,5,SE,Feminino,SARS_CoV_2,0
2013,5,SE,Feminino,VSR,0
2013,5,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,5,SE,Feminino,Adenovirus,0
2013,6,SE,Feminino,"Influenza A, B",0
2013,6,SE,Feminino,SARS_CoV_2,0
2013,6,SE,Feminino,VSR,0
2013,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,6,SE,Feminino,Adenovirus,0
2013,7,SE,Feminino,"Influenza A, B",0
2013,7,SE,Feminino,SARS_CoV_2,0
2013,7,SE,Feminino,VSR,0
2013,7,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,7,SE,Feminino,Adenovirus,0
2013,8,SE,Feminino,"Influenza A, B",0
2013,8,SE,Feminino,SARS_CoV_2,0
2013,8,SE,Feminino,VSR,0
2013,8,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,8,SE,Feminino,Adenovirus,0
2013,9,SE,Feminino,"Influenza A, B",0
2013,9,SE,Feminino,SARS_CoV_2,0
2013,9,SE,Feminino,VSR,0
2013,9,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,9,SE,Feminino,Adenovirus,0
2013,10,SE,Feminino,"Influenza A, B",0
2013,10,SE,Feminino,SARS_CoV_2,0
2013,10,SE,Feminino,VSR,0
2013,10,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,10,SE,Feminino,Adenovirus,0
2013,12,SE,Feminino,"Influenza A, B",0
2013,12,SE,Feminino,SARS_CoV_2,0
2013,12,SE,Feminino,VSR,0
2013,12,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,12,SE,Feminino,Adenovirus,0
2013,13,SE,Feminino,"Influenza A, B",0
2013,13,SE,Feminino,SARS_CoV_2,0
2013,13,SE,Feminino,VSR,0
2013,13,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,13,SE,Feminino,Adenovirus,0
2013,14,SE,Feminino,"Influenza A, B",0
2013,14,SE,Feminino,SARS_CoV_2,0
2013,14,SE,Feminino,VSR,0
2013,14,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,14,SE,Feminino,Adenovirus,0
2013,15,SE,Feminino,"Influenza A, B",0
2013,15,SE,Feminino,SARS_CoV_2,0
2013,15,SE,Feminino,VSR,0
2013,15,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,15,SE,Feminino,Adenovirus,0
2013,16,SE,Feminino,"Influenza A, B",0
2013,16,SE,Feminino,SARS_CoV_2,0
2013,16,SE,Feminino,VSR,0
2013,16,SE,Feminino,"Parainfluenza 1, 2, 3",0
2013,16,SE,Feminino,Adenovirus,0
2014,1,SE,Feminino,"Influenza A, B",0
2014,1,SE,Feminino,SARS_CoV_2,0
2014,1,SE,Feminino,VSR,0
2014,1,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,1,SE,Feminino,Adenovirus,0
2014,2,SE,Feminino,"Influenza A, B",0
2014,2,SE,Feminino,SARS_CoV_2,0
2014,2,SE,Feminino,VSR,0
2014,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,2,SE,Feminino,Adenovirus,0
2014,3,SE,Feminino,"Influenza A, B",0
2014,3,SE,Feminino,SARS_CoV_2,0
2014,3,SE,Feminino,VSR,0
2014,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,3,SE,Feminino,Adenovirus,0
2014,4,SE,Feminino,"Influenza A, B",0
2014,4,SE,Feminino,SARS_CoV_2,0
2014,4,SE,Feminino,VSR,0
2014,4,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,4,SE,Feminino,Adenovirus,0
2014,5,SE,Feminino,"Influenza A, B",0
2014,5,SE,Feminino,SARS_CoV_2,0
2014,5,SE,Feminino,VSR,0
2014,5,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,5,SE,Feminino,Adenovirus,0
2014,6,SE,Feminino,"Influenza A, B",0
2014,6,SE,Feminino,SARS_CoV_2,0
2014,6,SE,Feminino,VSR,0
2014,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,6,SE,Feminino,Adenovirus,0
2014,7,SE,Feminino,"Influenza A, B",0
2014,7,SE,Feminino,SARS_CoV_2,0
2014,7,SE,Feminino,VSR,0
2014,7,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,7,SE,Feminino,Adenovirus,0
2014,8,SE,Feminino,"Influenza A, B",0
2014,8,SE,Feminino,SARS_CoV_2,0
2014,8,SE,Feminino,VSR,0
2014,8,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,8,SE,Feminino,Adenovirus,0
2014,9,SE,Feminino,"Influenza A, B",0
2014,9,SE,Feminino,SARS_CoV_2,0
2014,9,SE,Feminino,VSR,0
2014,9,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,9,SE,Feminino,Adenovirus,0
2014,10,SE,Feminino,"Influenza A, B",0
2014,10,SE,Feminino,SARS_CoV_2,0
2014,10,SE,Feminino,VSR,0
2014,10,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,10,SE,Feminino,Adenovirus,0
2014,11,SE,Feminino,"Influenza A, B",0
2014,11,SE,Feminino,SARS_CoV_2,0
2014,11,SE,Feminino,VSR,0
2014,11,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,11,SE,Feminino,Adenovirus,0
2014,12,SE,Feminino,"Influenza A, B",0
2014,12,SE,Feminino,SARS_CoV_2,0
2014,12,SE,Feminino,VSR,0
2014,12,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,12,SE,Feminino,Adenovirus,0
2014,13,SE,Feminino,"Influenza A, B",0
2014,13,SE,Feminino,SARS_CoV_2,0
2014,13,SE,Feminino,VSR,0
2014,13,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,13,SE,Feminino,Adenovirus,0
2014,14,SE,Feminino,"Influenza A, B",0
2014,14,SE,Feminino,SARS_CoV_2,0
2014,14,SE,Feminino,VSR,0
2014,14,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,14,SE,Feminino,Adenovirus,0
2014,15,SE,Feminino,"Influenza A, B",0
2014,15,SE,Feminino,SARS_CoV_2,0
2014,15,SE,Feminino,VSR,0
2014,15,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,15,SE,Feminino,Adenovirus,0
2014,16,SE,Feminino,"Influenza A, B",0
2014,16,SE,Feminino,SARS_CoV_2,0
2014,16,SE,Feminino,VSR,0
2014,16,SE,Feminino,"Parainfluenza 1, 2, 3",0
2014,16,SE,Feminino,Adenovirus,0
2015,1,SE,Feminino,"Influenza A, B",0
2015,1,SE,Feminino,SARS_CoV_2,0
2015,1,SE,Feminino,VSR,0
2015,1,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,1,SE,Feminino,Adenovirus,0
2015,2,SE,Feminino,"Influenza A, B",0
2015,2,SE,Feminino,SARS_CoV_2,0
2015,2,SE,Feminino,VSR,0
2015,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,2,SE,Feminino,Adenovirus,0
2015,3,SE,Feminino,"Influenza A, B",0
2015,3,SE,Feminino,SARS_CoV_2,0
2015,3,SE,Feminino,VSR,0
2015,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,3,SE,Feminino,Adenovirus,0
2015,4,SE,Feminino,"Influenza A, B",0
2015,4,SE,Feminino,SARS_CoV_2,0
2015,4,SE,Feminino,VSR,0
2015,4,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,4,SE,Feminino,Adenovirus,0
2015,5,SE,Feminino,"Influenza A, B",0
2015,5,SE,Feminino,SARS_CoV_2,0
2015,5,SE,Feminino,VSR,0
2015,5,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,5,SE,Feminino,Adenovirus,0
2015,6,SE,Feminino,"Influenza A, B",0
2015,6,SE,Feminino,SARS_CoV_2,0
2015,6,SE,Feminino,VSR,0
2015,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,6,SE,Feminino,Adenovirus,0
2015,7,SE,Feminino,"Influenza A, B",0
2015,7,SE,Feminino,SARS_CoV_2,0
2015,7,SE,Feminino,VSR,0
2015,7,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,7,SE,Feminino,Adenovirus,0
2015,8,SE,Feminino,"Influenza A, B",0
2015,8,SE,Feminino,SARS_CoV_2,0
2015,8,SE,Feminino,VSR,0
2015,8,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,8,SE,Feminino,Adenovirus,0
2015,9,SE,Feminino,"Influenza A, B",0
2015,9,SE,Feminino,SARS_CoV_2,0
2015,9,SE,Feminino,VSR,0
2015,9,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,9,SE,Feminino,Adenovirus,0
2015,10,SE,Feminino,"Influenza A, B",0
2015,10,SE,Feminino,SARS_CoV_2,0
2015,10,SE,Feminino,VSR,0
2015,10,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,10,SE,Feminino,Adenovirus,0
2015,11,SE,Feminino,"Influenza A, B",0
2015,11,SE,Feminino,SARS_CoV_2,0
2015,11,SE,Feminino,VSR,0
2015,11,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,11,SE,Feminino,Adenovirus,0
2015,12,SE,Feminino,"Influenza A, B",0
2015,12,SE,Feminino,SARS_CoV_2,0
2015,12,SE,Feminino,VSR,0
2015,12,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,12,SE,Feminino,Adenovirus,0
2015,13,SE,Feminino,"Influenza A, B",0
2015,13,SE,Feminino,SARS_CoV_2,0
2015,13,SE,Feminino,VSR,0
2015,13,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,13,SE,Feminino,Adenovirus,0
2015,14,SE,Feminino,"Influenza A, B",0
2015,14,SE,Feminino,SARS_CoV_2,0
2015,14,SE,Feminino,VSR,0
2015,14,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,14,SE,Feminino,Adenovirus,0
2015,15,SE,Feminino,"Influenza A, B",0
2015,15,SE,Feminino,SARS_CoV_2,0
2015,15,SE,Feminino,VSR,0
2015,15,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,15,SE,Feminino,Adenovirus,0
2015,16,SE,Feminino,"Influenza A, B",0
2015,16,SE,Feminino,SARS_CoV_2,0
2015,16,SE,Feminino,VSR,0
2015,16,SE,Feminino,"Parainfluenza 1, 2, 3",0
2015,16,SE,Feminino,Adenovirus,0
2016,1,SE,Feminino,"Influenza A, B",0
2016,1,SE,Feminino,SARS_CoV_2,0
2016,1,SE,Feminino,VSR,0
2016,1,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,1,SE,Feminino,Adenovirus,0
2016,2,SE,Feminino,"Influenza A, B",0
2016,2,SE,Feminino,SARS_CoV_2,0
2016,2,SE,Feminino,VSR,0
2016,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,2,SE,Feminino,Adenovirus,0
2016,3,SE,Feminino,"Influenza A, B",0
2016,3,SE,Feminino,SARS_CoV_2,0
2016,3,SE,Feminino,VSR,0
2016,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,3,SE,Feminino,Adenovirus,0
2016,4,SE,Feminino,"Influenza A, B",0
2016,4,SE,Feminino,SARS_CoV_2,0
2016,4,SE,Feminino,VSR,0
2016,4,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,4,SE,Feminino,Adenovirus,0
2016,5,SE,Feminino,"Influenza A, B",0
2016,5,SE,Feminino,SARS_CoV_2,0
2016,5,SE,Feminino,VSR,0
2016,5,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,5,SE,Feminino,Adenovirus,0
2016,6,SE,Feminino,"Influenza A, B",0
2016,6,SE,Feminino,SARS_CoV_2,0
2016,6,SE,Feminino,VSR,0
2016,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,6,SE,Feminino,Adenovirus,0
2016,7,SE,Feminino,"Influenza A, B",0
2016,7,SE,Feminino,SARS_CoV_2,0
2016,7,SE,Feminino,VSR,0
2016,7,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,7,SE,Feminino,Adenovirus,0
2016,8,SE,Feminino,"Influenza A, B",0
2016,8,SE,Feminino,SARS_CoV_2,0
2016,8,SE,Feminino,VSR,0
2016,8,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,8,SE,Feminino,Adenovirus,0
2016,9,SE,Feminino,"Influenza A, B",0
2016,9,SE,Feminino,SARS_CoV_2,0
2016,9,SE,Feminino,VSR,0
2016,9,SE,Feminino,"Parainfluenza 1, 2, 3",0
2016,9,SE,Feminino,Adenovirus,0
2017,1,SE,Feminino,"Influenza A, B",0
2017,1,SE,Feminino,SARS_CoV_2,0
2017,1,SE,Feminino,VSR,0
2017,1,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,1,SE,Feminino,Adenovirus,0
2017,2,SE,Feminino,"Influenza A, B",0
2017,2,SE,Feminino,SARS_CoV_2,0
2017,2,SE,Feminino,VSR,0
2017,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,2,SE,Feminino,Adenovirus,0
2017,3,SE,Feminino,"Influenza A, B",0
2017,3,SE,Feminino,SARS_CoV_2,0
2017,3,SE,Feminino,VSR,0
2017,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,3,SE,Feminino,Adenovirus,0
2017,4,SE,Feminino,"Influenza A, B",0
2017,4,SE,Feminino,SARS_CoV_2,0
2017,4,SE,Feminino,VSR,0
2017,4,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,4,SE,Feminino,Adenovirus,0
2017,6,SE,Feminino,"Influenza A, B",0
2017,6,SE,Feminino,SARS_CoV_2,0
2017,6,SE,Feminino,VSR,0
2017,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,6,SE,Feminino,Adenovirus,0
2017,7,SE,Feminino,"Influenza A, B",0
2017,7,SE,Feminino,SARS_CoV_2,0
2017,7,SE,Feminino,VSR,0
2017,7,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,7,SE,Feminino,Adenovirus,0
2017,9,SE,Feminino,"Influenza A, B",0
2017,9,SE,Feminino,SARS_CoV_2,0
2017,9,SE,Feminino,VSR,0
2017,9,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,9,SE,Feminino,Adenovirus,0
2017,10,SE,Feminino,"Influenza A, B",0
2017,10,SE,Feminino,SARS_CoV_2,0
2017,10,SE,Feminino,VSR,0
2017,10,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,10,SE,Feminino,Adenovirus,0
2017,11,SE,Feminino,"Influenza A, B",0
2017,11,SE,Feminino,SARS_CoV_2,0
2017,11,SE,Feminino,VSR,0
2017,11,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,11,SE,Feminino,Adenovirus,0
2017,13,SE,Feminino,"Influenza A, B",0
2017,13,SE,Feminino,SARS_CoV_2,0
2017,13,SE,Feminino,VSR,0
2017,13,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,13,SE,Feminino,Adenovirus,0
2017,14,SE,Feminino,"Influenza A, B",0
2017,14,SE,Feminino,SARS_CoV_2,0
2017,14,SE,Feminino,VSR,0
2017,14,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,14,SE,Feminino,Adenovirus,0
2017,16,SE,Feminino,"Influenza A, B",0
2017,16,SE,Feminino,SARS_CoV_2,0
2017,16,SE,Feminino,VSR,0
2017,16,SE,Feminino,"Parainfluenza 1, 2, 3",0
2017,16,SE,Feminino,Adenovirus,0
2018,1,SE,Feminino,"Influenza A, B",0
2018,1,SE,Feminino,SARS_CoV_2,0
2018,1,SE,Feminino,VSR,0
2018,1,SE,Feminino,"Parainfluenza 1, 2, 3",0
2018,1,SE,Feminino,Adenovirus,0
2018,2,SE,Feminino,"Influenza A, B",0
2018,2,SE,Feminino,SARS_CoV_2,0
2018,2,SE,Feminino,VSR,0
2018,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2018,2,SE,Feminino,Adenovirus,0
2018,3,SE,Feminino,"Influenza A, B",0
2018,3,SE,Feminino,SARS_CoV_2,0
2018,3,SE,Feminino,VSR,0
2018,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2018,3,SE,Feminino,Adenovirus,0
2018,4,SE,Feminino,"Influenza A, B",0
2018,4,SE,Feminino,SARS_CoV_2,0
2018,4,SE,Feminino,VSR,0
2018,4,SE,Feminino,"Parainfluenza 1, 2, 3",0
2018,4,SE,Feminino,Adenovirus,0
2018,5,SE,Feminino,"Influenza A, B",0
2018,5,SE,Feminino,SARS_CoV_2,0
2018,5,SE,Feminino,VSR,0
2018,5,SE,Feminino,"Parainfluenza 1, 2, 3",0
2018,5,SE,Feminino,Adenovirus,0
2018,6,SE,Feminino,"Influenza A, B",0
2018,6,SE,Feminino,SARS_CoV_2,0
2018,6,SE,Feminino,VSR,0
2018,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2018,6,SE,Feminino,Adenovirus,0
2018,8,SE,Feminino,"Influenza A, B",0
2018,8,SE,Feminino,SARS_CoV_2,0
2018,8,SE,Feminino,VSR,0
2018,8,SE,Feminino,"Parainfluenza 1, 2, 3",0
2018,8,SE,Feminino,Adenovirus,0
2019,2,SE,Feminino,"Influenza A, B",0
2019,2,SE,Feminino,SARS_CoV_2,0
2019,2,SE,Feminino,VSR,0
2019,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2019,2,SE,Feminino,Adenovirus,0
2019,3,SE,Feminino,"Influenza A, B",0
2019,3,SE,Feminino,SARS_CoV_2,0
2019,3,SE,Feminino,VSR,0
2019,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2019,3,SE,Feminino,Adenovirus,0
2019,6,SE,Feminino,"Influenza A, B",0
2019,6,SE,Feminino,SARS_CoV_2,0
2019,6,SE,Feminino,VSR,0
2019,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2019,6,SE,Feminino,Adenovirus,0
2019,7,SE,Feminino,"Influenza A, B",0
2019,7,SE,Feminino,SARS_CoV_2,0
2019,7,SE,Feminino,VSR,0
2019,7,SE,Feminino,"Parainfluenza 1, 2, 3",0
2019,7,SE,Feminino,Adenovirus,0
2019,8,SE,Feminino,"Influenza A, B",0
2019,8,SE,Feminino,SARS_CoV_2,0
2019,8,SE,Feminino,VSR,0
2019,8,SE,Feminino,"Parainfluenza 1, 2, 3",0
2019,8,SE,Feminino,Adenovirus,0
2020,1,SE,Feminino,"Influenza A, B",0
2020,1,SE,Feminino,SARS_CoV_2,0
2020,1,SE,Feminino,VSR,0
2020,1,SE,Feminino,"Parainfluenza 1, 2, 3",0
2020,1,SE,Feminino,Adenovirus,0
2020,2,SE,Feminino,"Influenza A, B",0
2020,2,SE,Feminino,SARS_CoV_2,0
2020,2,SE,Feminino,VSR,0
2020,2,SE,Feminino,"Parainfluenza 1, 2, 3",0
2020,2,SE,Feminino,Adenovirus,0
2020,3,SE,Feminino,"Influenza A, B",0
2020,3,SE,Feminino,SARS_CoV_2,0
2020,3,SE,Feminino,VSR,0
2020,3,SE,Feminino,"Parainfluenza 1, 2, 3",0
2020,3,SE,Feminino,Adenovirus,0
2020,5,SE,Feminino,"Influenza A, B",0
2020,5,SE,Feminino,SARS_CoV_2,0
2020,5,SE,Feminino,VSR,0
2020,5,SE,Feminino,"Parainfluenza 1, 2, 3",0
2020,5,SE,Feminino,Adenovirus,0
2020,6,SE,Feminino,"Influenza A, B",0
2020,6,SE,Feminino,SARS_CoV_2,0
2020,6,SE,Feminino,VSR,0
2020,6,SE,Feminino,"Parainfluenza 1, 2, 3",0
2020,6,SE,Feminino,Adenovirus,0
2009,1,BA,Feminino,"Influenza A, B",0
2009,1,BA,Feminino,SARS_CoV_2,0
2009,1,BA,Feminino,VSR,0
2009,1,BA,Feminino,"Parainfluenza 1, 2, 3",0
2009,1,BA,Feminino,Adenovirus,0
2009,2,BA,Feminino,"Influenza A, B",0
2009,2,BA,Feminino,SARS_CoV_2,0
2009,2,BA,Feminino,VSR,0
2009,2,BA,Feminino,"Parainfluenza 1, 2, 3",0
2009,2,BA,Feminino,Adenovirus,0
2009,3,BA,Feminino,"Influenza A, B",0
2009,3,BA,Feminino,SARS_CoV_2,0
2009,3,BA,Feminino,VSR,0
2009,3,BA,Feminino,"Parainfluenza 1, 2, 3",0
2009,3,BA,Feminino,Adenovirus,0
2009,4,BA,Feminino,"Influenza A, B",0
2009,4,BA,Feminino,SARS_CoV_2,0
2009,4,BA,Feminino,VSR,0
2009,4,BA,Feminino,"Parainfluenza 1, 2, 3",0
2009,4,BA,Feminino,Adenovirus,0
